Series,Venue,Date,Batting Team,Bowling Team,Striker,Batting Type,Non-Striker,Bowler,Bowling Proficiency,Innings,Unique,Over Number,Over Ball,Runs,Wides,Team Runs,Remaining Overs,Lead By,Trail By,Fall Of Wickets,Day,Session,Leg Byes,No Balls,Balls,Byes,Remaining Balls,Run Rate,Batter Sixes,Batter Runs,Batter Fours,Batter Balls,Batter Total Runs,Dismissal Type,Dismissal Fielder,On Field Minutes,Shot Type,Delivery Type,Pitching Line,Pitching Length,Fielder Angle,Fielder Length Ratio,Bounce Angle,Pitch_x,Pitch_y,Friction,Restitution,Crease Position,Crease Position_x,Crease Position_y,Deviation Degree,Drop Angle,Impact Position_x,Impact Position_y,Impact Position_z,Initial Angle,PBR,Reaction Time,Release Position,Release Position_x,Release Position_y,Release Speed,Stump Position,Stump Position_x,Stump Position_y,Swing Degree,Swing Distance,Six Distance
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Mohammed Shami,Right Arm Fast Medium,1,6.4,7,4,0,0,56,43.2,0,0,0,1,1,0,0,40,0,260,8.4,0,0,4,19,21,,,0,FORWARD DEFENCE,SLOWER BALL,Outside Off stump,Good Length,,,7.523,7.047,0.398,0.137,0.619,-8.841,0.096,0.651,-0.022,-11.505,-8.054,0.137,0.586,-7.596,89.186,0.468,8.341,0.934,1.932,85.431,-10.06,0.031,0.739,-0.351,-0.033,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Mohammed Shami,Right Arm Fast Medium,1,6.5,7,5,0,0,56,43.1,0,0,0,1,1,0,0,41,0,259,8.19,0,0,4,20,21,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short of Good Length,,,7.834,8.508,0.32,0.141,0.601,-8.84,-0.099,0.81,0.35,-12.285,-7.827,-0.039,0.733,-9.324,85.998,0.46,8.341,0.897,1.922,85.963,-10.06,-0.172,0.89,-0.413,-0.035,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Mohammed Shami,Right Arm Fast Medium,1,6.6,7,6,0,0,56,43.0,0,0,0,1,1,0,0,42,0,258,8.0,0,0,4,21,21,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,7.961,8.28,0.508,0.192,0.593,-8.841,0.158,0.792,-0.15,-12.394,-8.504,0.175,0.767,-8.853,79.802,0.49,8.341,0.974,1.928,84.169,-10.06,0.096,0.871,0.06,0.006,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Phil Salt,Right Hand Batsman,Ben Duckett,Axar Patel,Left Arm Orthodox,1,7.1,8,1,4,0,60,42.5,0,0,0,1,1,0,0,43,0,257,8.37,3,4,5,22,38,,,0,FRONTFOOT ON DRIVE,ORTHODOX,Off stump,Full Length,78.02732,1.21,10.191,4.632,-0.174,0.266,0.586,-8.841,0.02,0.515,-1.703,-15.237,-8.245,-0.014,0.454,-3.241,71.219,0.705,8.341,-1.192,2.237,57.345,-10.06,0.091,0.612,1.306,0.151,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Phil Salt,Right Hand Batsman,Ben Duckett,Axar Patel,Left Arm Orthodox,1,7.2,8,2,1,0,61,42.4,0,0,0,1,1,0,0,44,0,256,8.31,3,1,5,23,39,,,0,FRONTFOOT COVERDRIVE,ORTHODOX,Outside Off stump,Full Length,141.9761,0.45,11.911,5.292,-0.222,0.399,0.63,-8.841,-0.067,0.677,-2.767,-15.411,-8.21,-0.092,0.611,-3.597,64.685,0.716,8.341,-1.173,2.202,57.274,-10.06,-0.02,0.771,1.457,0.16,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Axar Patel,Left Arm Orthodox,1,7.3,8,3,4,0,65,42.3,0,0,0,1,1,0,0,45,0,255,8.66,0,4,5,22,25,,,0,SWEEP SHOT,ORTHODOX,Outside Off stump,Full Length,203.9468,1.19,11.231,5.127,0.358,0.263,0.588,-8.841,0.214,0.606,-2.226,-16.488,-6.747,0.292,0.364,-2.478,71.905,0.681,8.341,0.499,2.223,53.375,-10.06,0.167,0.686,1.42,0.149,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Axar Patel,Left Arm Orthodox,1,7.4,8,4,4,0,69,42.2,0,0,0,1,1,0,0,46,0,254,9.0,0,4,6,23,29,,,0,REVERSE SWEEP,ORTHODOX,Outside Off stump,Full Length,340.1654,1.16,13.128,5.752,0.448,0.386,0.616,-8.841,0.062,0.754,-5.14,-16.989,-6.652,0.251,0.499,-2.996,63.716,0.69,8.341,0.633,2.234,52.907,-10.06,-0.044,0.82,2.31,0.235,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Axar Patel,Left Arm Orthodox,1,7.5,8,5,1,0,70,42.1,0,0,0,1,1,0,0,47,0,253,8.93,0,1,6,24,30,,,0,LOFTED ON DRIVE,ORTHODOX,Outside Off stump,Full Length,123.7766,0.92,8.806,3.106,0.271,0.17,0.583,-8.841,0.196,0.304,-1.994,-13.924,-7.547,0.248,0.133,-2.537,80.382,0.602,8.341,0.486,2.195,62.764,-10.06,0.148,0.436,1.061,0.133,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Phil Salt,Right Hand Batsman,Ben Duckett,Axar Patel,Left Arm Orthodox,1,7.6,8,6,1,0,71,42.0,0,0,0,1,1,0,0,48,0,252,8.87,3,1,5,24,40,,,0,FORWARD PUSH,ORTHODOX,Leg stump,Full Length,18.20848,0.89,12.107,5.749,-0.026,0.328,0.646,-8.841,0.254,0.74,-2.463,-15.773,-8.028,0.203,0.658,-3.982,74.152,0.721,8.341,-1.148,2.213,55.764,-10.06,0.331,0.826,1.656,0.183,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Phil Salt,Right Hand Batsman,Ben Duckett,Hardik Pandya,Right Arm Fast Medium,1,8.1,9,1,1,0,72,41.5,0,0,0,1,1,0,0,49,0,251,8.81,3,1,5,25,41,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short of Good Length,53.80265,0.69,8.498,8.082,-0.499,0.091,0.62,-8.841,-0.307,0.808,0.339,-13.091,-7.928,-0.333,0.737,-8.554,93.974,0.517,8.341,-0.71,2.002,76.687,-10.06,-0.272,0.886,0.088,0.008,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Hardik Pandya,Right Arm Fast Medium,1,8.2,9,2,0,0,72,41.4,0,0,0,1,1,0,0,50,0,250,8.64,0,0,6,25,30,,,0,BACKFOOT COVERDRIVE,ANGLED ACROSS,Outside Off stump,Short of Good Length,,,9.028,6.701,0.117,0.225,0.681,-8.841,0.636,0.747,1.416,-12.079,-999.9,-999.9,-999.9,-7.484,89.736,0.571,8.341,-0.614,2.042,79.284,-10.06,0.755,0.857,0.592,0.067,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Hardik Pandya,Right Arm Fast Medium,1,8.3,9,3,0,0,72,41.3,0,0,0,1,1,0,0,51,0,249,8.47,0,0,6,26,30,,,0,BACKFOOT PUSH,STRAIGHT BALL,Outside Leg stump,Short of Good Length,,,7.624,8.317,-0.004,0.218,0.532,-8.841,0.359,0.723,-0.557,-13.076,-8.683,0.351,0.714,-9.147,68.033,0.517,8.341,-0.59,2.007,80.5,-10.06,0.424,0.784,0.154,-0.025,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Phil Salt,Hardik Pandya,Right Arm Fast Medium,1,8.4,9,4,1,0,73,41.2,0,0,0,1,1,0,0,52,0,248,8.42,0,1,6,27,31,,,0,FRONTFOOT FLICK,STRAIGHT BALL,Outside Leg stump,Good Length,217.3566,0.56,7.173,5.995,-0.266,0.184,0.576,-8.841,-0.133,0.52,0.024,-11.613,-8.454,-0.144,0.49,-6.709,77.927,0.502,8.341,-0.578,2.019,81.074,-10.06,-0.098,0.604,0.199,0.021,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Phil Salt,Right Hand Batsman,Ben Duckett,Hardik Pandya,Right Arm Fast Medium,1,8.5,9,5,2,0,75,41.1,0,0,1,1,1,0,0,53,0,247,8.49,3,2,5,26,43,run out,,41,CUT SHOT,STRAIGHT BALL,Outside Off stump,Short of Good Length,205.0,0.93,8.991,9.404,-0.452,0.162,0.599,-8.841,-0.112,1.011,0.122,-13.895,-8.298,-0.135,0.968,-10.274,83.573,0.499,8.34,-0.787,1.96,82.148,-10.06,-0.059,1.095,0.094,0.008,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Ben Duckett,Hardik Pandya,Right Arm Fast Medium,1,8.6,9,6,0,0,75,41.0,0,0,0,1,1,0,0,54,0,246,8.33,0,0,0,1,0,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.517,8.244,-0.498,0.197,0.615,-8.841,-0.276,0.847,0.122,-12.726,-8.498,-0.287,0.819,-9.11,82.549,0.5,8.341,-0.777,1.987,83.864,-10.06,-0.237,0.934,0.118,-0.001,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,9.1,10,1,1,0,76,40.5,0,0,0,1,1,0,0,55,0,245,8.29,0,1,6,28,32,,,0,CUT SHOT,ANGLED IN,Outside Off stump,Good Length,332.6317,0.94,7.413,5.774,0.56,0.217,0.605,-8.841,0.462,0.544,0.537,-11.31,-8.685,0.466,0.53,-7.14,79.16,0.471,8.341,0.874,2.077,86.09,-10.06,0.435,0.646,-0.619,-0.065,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Ben Duckett,Harshit Rana,Right Arm Fast Medium,1,9.2,10,2,1,0,77,40.4,0,0,0,1,1,0,0,56,0,244,8.25,0,1,0,2,1,,,0,LEG GLANCE,ANGLED IN,Outside Off stump,Good Length,309.1361,0.91,8.18,8.203,-0.333,0.145,0.565,-8.841,0.006,0.823,0.882,-13.519,-8.229,-0.024,0.77,-8.98,80.301,0.462,8.341,-0.704,2.041,85.343,-10.06,0.067,0.917,-0.503,-0.043,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Ben Duckett,Left Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,9.3,10,3,0,0,77,40.3,0,0,2,1,1,0,0,57,0,243,8.1,0,0,6,29,32,caught,Yashasvi Jaiswal,47,BACKFOOT PULL SHOT,ANGLED IN,Outside Off stump,Short Length,,,10.435,9.832,0.509,0.266,0.625,-8.841,0.219,1.251,0.12,-14.641,-8.331,0.236,1.2,-11.843,77.188,0.494,8.34,0.807,2.034,87.609,-10.06,0.176,1.362,0.023,-0.012,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Harry Brook,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,9.4,10,4,0,0,77,40.2,0,0,0,1,1,0,0,58,0,242,7.96,0,0,0,1,0,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,7.395,7.686,-0.412,0.165,0.571,-8.841,-0.225,0.711,0.599,-12.117,-8.373,-0.239,0.674,-9.054,79.153,0.447,8.341,-0.648,2.029,87.819,-10.06,-0.189,0.799,-0.489,-0.055,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Harry Brook,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,9.5,10,5,0,0,77,40.1,0,0,0,1,1,0,0,59,0,241,7.83,0,0,0,2,0,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,7.706,8.176,-0.36,0.186,0.564,-8.841,-0.283,0.787,-0.304,-12.64,-8.139,-0.291,0.73,-9.41,76.07,0.442,8.341,-0.582,2.021,88.879,-10.06,-0.269,0.877,-0.613,-0.036,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Harry Brook,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,9.6,10,6,0,0,77,40.0,0,0,3,1,1,0,0,60,0,240,7.7,0,0,0,3,0,caught,KL Rahul,2,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short Length,,,10.988,10.977,-0.312,0.159,0.621,-8.841,0.237,1.503,0.213,-16.136,-8.233,0.202,1.437,-13.803,87.263,0.485,8.341,-0.732,2.007,84.361,-10.06,0.309,1.624,-0.677,-0.112,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,10.1,11,1,0,0,77,39.5,0,0,0,1,1,0,0,61,0,239,7.57,0,0,0,3,1,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.463,9.414,-0.566,0.179,0.538,-8.841,-0.192,0.884,0.854,-14.397,-8.688,-0.2,0.875,-10.539,72.916,0.54,8.341,-0.855,2.018,79.387,-10.06,-0.135,0.941,-0.314,-0.025,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,10.2,11,2,0,0,77,39.4,0,0,0,1,1,0,0,62,0,238,7.45,0,0,0,4,1,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,8.494,6.897,-0.286,0.301,0.633,-8.841,-0.104,0.7,-0.601,-11.938,-8.162,-0.126,0.64,-7.536,74.87,0.503,8.341,-0.689,1.993,78.691,-10.06,-0.064,0.793,0.752,0.073,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,10.3,11,3,0,0,77,39.3,0,0,0,1,1,0,0,63,0,237,7.33,0,0,0,5,1,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.444,8.395,-0.452,0.139,0.62,-8.841,-0.161,0.843,-0.025,-12.79,-8.608,-0.17,0.824,-9.376,89.152,0.505,8.341,-0.805,1.977,82.729,-10.06,-0.11,0.929,0.519,0.044,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,10.4,11,4,0,0,77,39.2,0,0,0,1,1,0,0,64,0,236,7.21,0,0,0,6,1,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short of Good Length,,,8.601,8.372,-0.537,0.162,0.624,-8.841,-0.293,0.86,0.032,-12.826,-8.782,-0.295,0.855,-9.275,87.431,0.518,8.341,-0.84,1.983,80.914,-10.06,-0.25,0.946,0.273,0.013,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,10.5,11,5,0,0,77,39.1,0,0,0,1,1,0,0,65,0,235,7.1,0,0,0,7,1,,,0,LEFT ALONE,ANGLED IN,Outside Off stump,Good Length,,,8.499,7.573,-0.667,0.206,0.623,-8.841,-0.481,0.775,0.665,-12.523,-999.9,-999.9,-999.9,-8.307,82.751,0.563,8.341,-0.888,2.014,81.879,-10.06,-0.445,0.865,-0.39,-0.035,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,10.6,11,6,0,0,77,39.0,0,0,0,1,1,0,0,66,0,234,7.0,0,0,0,8,1,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,8.484,6.827,-0.43,0.247,0.645,-8.841,-0.282,0.698,-0.214,-11.944,-8.272,-0.297,0.647,-7.535,81.964,0.503,8.341,-0.798,2.003,80.512,-10.06,-0.249,0.796,-0.236,-0.023,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,11.1,12,1,0,0,77,38.5,0,0,0,1,1,0,0,67,0,233,6.89,0,0,0,1,0,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,9.028,9.013,-0.367,0.153,0.621,-8.841,-0.114,1.03,-0.289,-13.525,-8.133,-0.137,0.962,-10.62,87.913,0.46,8.341,-0.661,2.044,88.058,-10.06,-0.073,1.135,0.586,0.046,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,11.2,12,2,0,0,77,38.4,0,0,0,1,1,0,0,68,0,232,6.79,0,0,0,2,0,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,8.795,9.291,-0.378,0.071,0.588,-8.841,-0.115,1.027,-0.125,-14.325,-8.17,-0.137,0.967,-10.325,91.151,0.465,8.341,-0.686,2.026,85.635,-10.06,-0.074,1.126,-0.003,0.0,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,11.3,12,3,0,0,77,38.3,0,0,0,1,1,0,0,69,0,231,6.69,0,0,0,3,0,,,0,BACKFOOT DEFENCE,ANGLED IN,Outside Off stump,Short of Good Length,,,9.971,9.062,-0.449,0.203,0.646,-8.841,-0.285,1.139,0.088,-14.014,-8.214,-0.298,1.072,-10.028,86.483,0.477,8.34,-0.627,2.017,85.01,-10.06,-0.258,1.256,-0.038,0.012,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,11.4,12,4,0,0,77,38.2,0,0,0,1,1,0,0,70,0,230,6.6,0,0,0,4,0,,,0,FRONTFOOT FLICK,ANGLED IN,Off stump,Full Length,,,4.933,3.513,-0.19,0.179,0.451,-8.841,-0.097,0.217,0.348,-10.326,-8.276,-0.12,0.179,-5.323,59.766,0.457,8.341,-0.755,2.059,87.307,-10.06,-0.047,0.289,-0.409,-0.054,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,11.5,12,5,0,0,77,38.1,0,0,0,1,1,0,0,71,0,229,6.5,0,0,0,5,0,,,0,FORWARD DEFENCE,ANGLED IN,Off stump,Short of Good Length,,,7.438,8.387,-0.245,0.143,0.538,-8.841,0.057,0.751,0.263,-12.979,-8.136,0.027,0.7,-10.028,76.356,0.456,8.341,-0.592,2.059,88.017,-10.06,0.11,0.828,0.188,0.026,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Harshit Rana,Right Arm Fast Medium,1,11.6,12,6,4,0,81,38.0,0,0,0,1,1,0,0,72,0,228,6.75,0,4,1,6,4,,,0,BACKFOOT PULL SHOT,STRAIGHT BALL,Outside Off stump,Short Length,336.8225,1.15,10.716,11.666,-0.428,0.194,0.516,-8.841,0.018,1.485,0.716,-18.324,-7.862,-0.026,1.395,-14.605,67.915,0.486,8.341,-0.655,2.007,83.681,-10.06,0.073,1.582,-0.596,0.006,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,12.1,13,1,1,0,82,37.5,0,0,0,1,1,0,0,73,0,227,6.73,0,1,0,9,2,,,0,BACKFOOT PUSH,ANGLED IN,Outside Off stump,Short of Good Length,12.60015,0.5,9.516,9.829,-0.617,0.142,0.615,-8.841,-0.277,1.072,0.923,-14.377,-7.449,-0.334,0.962,-11.486,88.13,0.475,8.341,-0.811,1.994,81.928,-10.06,-0.227,1.149,-0.068,-0.005,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Hardik Pandya,Right Arm Fast Medium,1,12.2,13,2,1,0,83,37.4,0,0,0,1,1,0,0,74,0,226,6.72,0,1,1,7,5,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,57.72435,0.51,8.008,7.502,-0.445,0.163,0.605,-8.841,-0.212,0.725,0.512,-12.361,-7.971,-0.245,0.655,-8.386,84.43,0.487,8.341,-0.76,2.022,82.095,-10.06,-0.166,0.81,-0.192,-0.017,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,12.3,13,3,0,0,83,37.3,0,0,0,1,1,0,0,75,0,225,6.64,0,0,0,10,2,,,0,FORWARD DEFENCE,ANGLED IN,Outside Off stump,Good Length,,,8.231,7.593,-0.391,0.209,0.623,-8.841,-0.161,0.752,-0.132,-12.157,-8.298,-0.181,0.709,-8.488,82.472,0.503,8.341,-0.761,2.0,81.725,-10.06,-0.116,0.837,0.353,0.031,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,12.4,13,4,0,0,83,37.2,0,0,0,1,1,0,0,76,0,224,6.55,0,0,0,11,2,,,0,FORWARD PUSH,ANGLED IN,Outside Off stump,Good Length,,,7.698,6.838,-0.504,0.184,0.599,-8.841,-0.351,0.632,-0.039,-11.938,-8.526,-0.36,0.607,-7.691,81.481,0.498,8.341,-0.798,2.016,82.861,-10.06,-0.317,0.719,0.201,0.02,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Hardik Pandya,Right Arm Fast Medium,1,12.5,13,5,1,0,84,37.1,0,0,0,1,1,0,0,77,0,223,6.54,0,1,0,12,3,,,0,FRONTFOOT COVERDRIVE,STRAIGHT BALL,Outside Off stump,Good Length,168.5437,0.87,8.336,6.575,-0.588,0.22,0.653,-8.841,-0.544,0.667,-0.332,-11.715,-8.367,-0.548,0.622,-7.276,85.96,0.489,8.341,-0.764,1.986,82.61,-10.06,-0.534,0.771,-0.131,-0.022,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Hardik Pandya,Right Arm Fast Medium,1,12.6,13,6,1,0,85,37.0,0,0,0,1,1,0,0,78,0,222,6.53,0,1,1,8,6,,,0,FRONTFOOT COVERDRIVE,STRAIGHT BALL,Outside Off stump,Full Length,22.67134,0.95,7.498,6.087,-0.576,0.265,0.606,-8.841,-0.404,0.551,0.893,-11.244,-7.988,-0.435,0.478,-7.038,74.385,0.476,8.341,-0.825,1.997,81.559,-10.06,-0.359,0.641,-0.107,-0.012,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Jos Buttler,Right Hand Batsman,Joe Root,Kuldeep Yadav,Left Arm Chinaman,1,13.1,14,1,1,0,86,36.5,0,0,0,1,1,0,0,79,0,221,6.53,0,1,1,9,7,,,0,FRONTFOOT PADDLE SWEEP,CHINAMAN,Off stump,Full Length,302.3717,0.94,12.331,4.814,-0.201,0.149,0.687,-8.841,-0.118,0.652,3.205,-16.418,-6.402,-0.174,0.275,0.305,98.227,0.672,8.341,0.256,1.906,52.135,-10.06,-0.089,0.778,0.04,0.015,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Kuldeep Yadav,Left Arm Chinaman,1,13.2,14,2,0,0,86,36.4,0,0,0,1,1,0,0,80,0,220,6.45,0,0,0,13,3,,,0,BACKFOOT DEFENCE,CHINAMAN,Off stump,Good Length,,,8.248,5.516,-0.239,0.182,0.474,-8.841,-0.268,0.431,2.465,-15.791,-8.801,-0.267,0.43,-0.713,62.991,0.791,8.341,0.235,1.876,52.189,-10.06,-0.276,0.444,-1.409,-0.152,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Kuldeep Yadav,Left Arm Chinaman,1,13.3,14,3,4,0,90,36.3,0,0,0,1,1,0,0,81,0,219,6.66,0,4,1,14,7,,,0,REVERSE SWEEP,CHINAMAN,Outside Off stump,Full Length,218.2376,1.22,10.403,5.713,-0.418,0.188,0.599,-8.841,-0.452,0.613,2.65,-15.694,-6.816,-0.436,0.424,-0.931,81.116,0.678,8.341,0.213,1.857,53.268,-10.06,-0.462,0.672,-0.46,-0.05,-1.0
England tour of India ODI series 2025,"Vidarbha Cricket Association Stadium, Nagpur",07-02-2025 13:30,England,India,Joe Root,Right Hand Batsman,Jos Buttler,Kuldeep Yadav,Left Arm Chinaman,1,13.4,14,4,3,0,93,36.2,0,0,0,1,1,0,0,82,0,218,6.8,0,3,1,15,10,,,0,BACKFOOT PUSH,CHINAMAN,Outside Off stump,Good Length,171.9588,1.04,12.82,5.494,-0.352,0.352,0.619,-8.841,-0.316,0.699,4.037,-16.949,-8.877,-0.316,0.702,0.328,67.644,0.852,8.341,0.209,1.887,50.865,-10.06,-0.306,0.759,-2.056,-0.223,-1.0
